MSA,carbon dioxide equivalent (Ton),Auto + Scale,Transit Propensity,Density,Sustainable Transit,Warm Weather,Remote + Active,Network Connectivity,Network Sprawl,Cluster,Population,Emissions per capita,carbon dioxide equivalent (MMTCO2e),Emissions per capita (MTCO2e)
"Evansville, IN-KY",2465691.935845232,-0.2443933606018746,0.0175124404213357,0.2100389314140804,-0.103891768718401,-0.1105743988173106,-1.0161623433826408,0.0103623017499525,-0.2801551433104216,Sparse Auto,315186,7.822974167143313,2.2368380996156447,7.118906492100415
"Fargo, ND-MN",2148169.334955487,0.0711595328643168,-0.1504893571737225,-0.7861795658577949,-0.1581607091354555,-1.548277716680387,-0.0956452976945939,2.042821551462493,1.2359016947977353,Sparse Auto,243966,8.805199638291757,1.9487864412418001,8.012731670845499
"Farmington, NM",872962.6770249198,0.2282961573085065,-0.0788855196909157,-1.2042382018022848,-0.1597927370448705,-0.3718806353803193,-0.9501369356605178,-1.2441516528781174,1.7723829591805746,Sparse Auto,125608,6.949897116624099,0.7919384198506679,6.32440637612793
"Fayetteville, NC",2490478.241985961,-0.2049503373290704,-0.0228907072872065,0.7276570519457611,-0.1295057422630747,0.6024170924151329,-0.5857861953296911,-1.2653045393505988,-0.04660047164633,Sparse Auto,523480,4.757542297673189,2.2593238583263386,4.329363490882602
"Fayetteville-Springdale-Rogers, AR",2843857.973036241,0.1822310528035796,-0.1822786919906249,0.1751895122665291,-0.2639941850578611,-0.028492729054287,-0.7715798386340949,-0.9637151393102228,-0.1030019427618308,Sparse Auto,526101,5.405536148070885,2.5799045580292925,4.9190378947445055
"Flagstaff, AZ",2041044.2565414663,0.4765589532495428,-0.3313485106651366,-1.3834601046147657,-0.2701803221875866,0.3047700355924588,1.7399748077530308,-1.1757847034238895,5.859771929275994,Sparse Active,142254,14.347886572901052,1.8516042047518013,13.056576781339958
"Flint, MI",1956564.389361627,-0.8306765652186188,0.1049576853261044,1.831567465750083,0.3613612503111245,-0.922998404038923,-0.8871254806815198,0.7935949185641297,-0.5670220368244561,Dense Active,406770,4.810001694720916,1.7749653583447556,4.3771015421960335
"Florence, SC",1516722.746670568,-0.3007091911694098,0.0473117301199166,0.3063247333428905,-0.1082964676577477,0.8498803547017021,-1.266307812879044,-0.7682699362829158,0.3179349873850096,Sparse Auto,205095,7.395220491336054,1.3759477317442819,6.729650647115809
"Florence-Muscle Shoals, AL",1073891.7739806394,-0.3401266431885453,0.0741032281577109,-0.1042266148013223,-0.0610119253492825,0.4210349025781149,-1.1930574638501084,-0.307972182728257,-0.3744730735713964,Auto Small,147827,7.264517131380867,0.9742182305837354,6.6107105895565885
"Fond du Lac, WI",843625.7986140754,-0.4584822999278751,0.0756429173444413,-0.2719088330961696,0.0234473562569632,-1.0900367439736969,-0.5556799969843251,0.1990135341054372,0.2683557431582368,Auto Small,102654,8.218148329476449,0.7653244514147962,7.478514979823569
"Fort Collins, CO",1774168.378163498,-0.3272669905590396,-0.1164206880188665,-0.8286761290029474,0.0024457345628487,-1.4003130374277786,1.8819679527615747,-0.1952644755090163,-1.676219036518228,Sparse Active,350523,5.061489198036927,1.6094984802101848,4.605955170213604
"Fort Smith, AR-OK",2045752.313408168,0.0006634334458491,-0.0287828294488811,-0.3671540179131186,-0.1705423539376026,0.3324343580526922,-1.2451061424204213,-0.5415327524442586,0.3103925357318208,Sparse Auto,250260,8.174507765556493,1.855875282099907,7.438802066656409
"Fort Wayne, IN",2961274.4008522346,-0.4552007939226074,0.0111792452332001,1.0594384705897342,-0.0413376446303905,-0.8113168041736687,-0.8497324237201864,0.1210826711672549,-0.4944747921959305,Auto Small,409419,7.232869995902083,2.686422949658599,6.581911696270895
"Fresno, CA",5765649.957900513,0.4913184877007525,-0.2232664808334079,-1.0073778843003796,0.0977170278325951,-0.1222699669792604,-0.3493001264429755,0.885259897289532,-0.9199899025182752,Auto Large,990204,5.822689019535886,5.230509662375244,5.298647007777657
"Gadsden, AL",729378.8498748222,-0.6360501409720131,0.1555438232412932,0.6940689783544253,0.0226000428737958,0.4980029566604562,-1.6187009000404036,-0.0556068704894511,0.0440693696358503,Auto Small,102721,7.100581671467589,0.6616813628400693,6.461529321035506
"Gainesville, FL",2474690.1583650163,-0.1241039585469619,-0.0802081343128749,-0.3565687371166097,-0.2652238717190102,1.9147048033211835,0.8324717351791737,-0.1109044772056458,0.3012032940189828,Sparse Auto,327329,7.560253318114241,2.2450011497795628,6.87983051948396
"Gainesville, GA",1359451.5206871207,-0.8613364244983884,0.1449770792963745,1.545821055583012,0.0775707960778488,0.3548985008234591,-0.8104459956086583,-1.7909109871152031,0.3033912392752323,Auto Small,201434,6.748868218310319,1.2332736753713618,6.14147007866239
"Gettysburg, PA",568206.7520133869,-0.6126889487632913,0.0896626385838748,0.2984102976904452,0.0443676642601117,-0.2698652466944439,-0.3357840365647479,-0.0697151628571329,0.9805737739464188,Auto Small,102627,5.536620499609137,0.5154684950237759,5.038324654644315
"Glens Falls, NY",761494.095362365,-0.2527016785912884,0.0467497462640251,-0.7257299538116633,-0.0246415461379048,-1.126808503832691,-0.3419718924712913,-0.907967430292402,0.5378018688973305,Sparse Active,125491,6.068117198543043,0.690815823492154,5.52198665067417
"Goldsboro, NC",626568.22558919,-0.6216676209948155,0.1836903673418234,0.3481077275058586,0.0473478947134964,0.5700544456480906,-1.3106908477670836,-0.6844065978112609,-0.0211873807959293,Auto Small,123785,5.061745975596317,0.5684131333000566,4.606188837792648
"Grand Forks, ND-MN",1103766.7432171253,0.2695521856767272,-0.2284760054507509,-0.8443761044952266,-0.1732790575402125,-1.5411285898592804,-0.1085605525188416,2.4010374663584075,4.536243578370431,Sparse Active,101627,10.8609596191674,1.0013203468057723,9.883473253442334
"Grand Island, NE",888051.2522876424,-0.1250236042491403,-0.0232695383426848,-0.6881978177868965,-0.0671275176908151,-0.5456278204652739,-1.017299089710017,2.476849106710099,1.589557024112188,Sparse Auto,75592,11.747952855958864,0.8056265450888301,10.690637098922567
"Grand Junction, CO",793715.7571092253,-0.321328432176424,0.0092483874148915,-1.377640464027049,-0.0316633677029518,-0.7247345561601863,1.0071220864602084,-0.6432816561277575,-0.8666771021413967,Sparse Active,152962,5.188973451636519,0.7200468233508601,4.721965840989233
"Grand Rapids-Kentwood, MI",5421474.163434186,0.3952182601470403,-0.2443260938684398,0.6437656968939203,-0.0923488248982543,-1.126164326632549,-0.5382186903502303,-0.0765949182967983,-0.1031729258012021,Sparse Auto,1069696,5.068238231641687,4.918278633496182,4.612096790793935
"Grants Pass, OR",531191.5996855615,-0.4147035779904111,0.1206221125218123,-1.236519658346747,0.0854777205353441,-0.3217121094524262,0.6877133790523229,-2.0627405652454387,0.9740331114554576,Sparse Active,87097,6.0988507030731425,0.48188891365503767,5.54995413979656
"Great Falls, MT",503172.4168879601,-0.1515167151463964,0.0138046704886694,-1.3524612757643453,0.0030782057555534,-1.335898216485904,-0.0253929588328175,0.7606506211851847,1.2873530943995126,Sparse Active,81576,6.168142797979309,0.4564703385724674,5.6130099461611715
"Green Bay, WI",1950288.571230259,-0.0894774239681003,-0.0874084331251418,-0.0784027166908997,-0.1295610666877664,-1.3480812627709786,-0.5878801900013795,0.1601482690189905,0.0886462599632194,Sparse Auto,320827,6.078941520602253,1.769272031900189,5.531836783748051
"Greensboro-High Point, NC",4497497.310163183,0.0104240397883108,-0.1232967893911946,1.104639926582733,0.1208089345158183,0.0946680014359492,-0.8223303870665858,-1.1632282234784084,0.2802495730187975,Sparse Auto,767467,5.860183317540928,4.0800609313925875,5.332766818962245
"Greenville, NC",815554.118844512,-0.6722694896273597,0.1344695101457662,0.3343238194282167,0.02222710521377,0.6815439856169311,-0.2382877483969137,-0.6556781509309819,-0.2792691364299347,Auto Small,179961,4.531838114060891,0.7398582518803258,4.123972683795411
"Greenville-Anderson, SC",5301741.13129727,0.3391934448091283,-0.3615224306303378,1.0452043861444529,0.3979140172665596,0.1922382437620536,-1.257797314147651,-0.9478923837901422,0.1941937658679319,Auto Large,908680,5.834552462139884,4.8096586537765535,5.309442740547294
"Gulfport-Biloxi, MS",3424604.35729152,0.1085040666309564,-0.0944243468505023,-0.3423981106533029,-0.2559314692748253,1.2660209466754762,-0.7513149381378352,-0.6495953930956119,-0.7148968314847176,Sparse Auto,414662,8.258785124490597,3.106748816077665,7.515494463286443
"Hagerstown-Martinsburg, MD-WV",1940412.0104722227,-0.4730203418865059,0.0565664674819709,0.5521660883610569,-0.0130156412901339,-0.2892890444821511,-0.5384267155159629,-1.446465677889854,0.1078390939821101,Auto Small,285990,6.784894613350896,1.7603121666893018,6.174254098149316
"Hanford-Corcoran, CA",1053831.4475695938,-0.4097906046174409,0.1419449386631121,-0.6149912530296543,0.1870217202926576,1.2158368287945354,0.2149475798696333,0.9006087426429558,1.55072142198165,Sparse Active,151090,6.974859008336712,0.9560198085689547,6.347121697586409
"Harrisburg-Carlisle, PA",3768554.442761288,-0.2198088151579124,-0.0529767400304407,0.8062104944924025,-0.1553088132100689,-0.4464084188348285,0.2509098401198562,0.3684409338508777,-0.2473773925981355,Sparse Auto,574691,6.557531687047975,3.4187750851991963,5.9673538352136575
"Hartford-East Hartford-Middletown, CT",6047733.776930021,-0.0497059738691738,-0.1188523191444671,1.9914888501227328,-0.1384740012184809,-0.7568546609936251,0.1609778637287811,-0.1184189252341503,0.2103618075789894,Sparse Auto,1205842,5.015361694923564,5.486411798614332,4.563979142380444
"Hattiesburg, MS",1384653.8260378854,-0.1796887365662756,0.0195068712642185,-0.3431245948574469,-0.1483922312014663,1.1860164135124007,-0.8030240936413636,-0.5609659460438251,0.4861001497547991,Sparse Auto,168646,8.210416055156276,1.2561368222175688,7.471478610192212
"Hickory-Lenoir-Morganton, NC",2223896.173090817,-0.1627316079229409,0.0029272087566617,0.5779161148850384,-0.1014310889069946,0.0007463051987169,-1.3492646639343115,-2.2141852215854247,-0.010286820923518,Sparse Auto,367982,6.043491728103051,2.0174846732642315,5.499577472573777
"Hilton Head Island-Bluffton, SC",1734720.671276191,-0.4014271579126694,0.0157196815433447,-0.266361980059429,-0.1148899125830088,1.3303158402924191,0.2848903506186167,-0.7807749249571594,-0.690113629015515,Sparse Auto,219290,7.910623700470569,1.573712122464017,7.198667567428218
"Hinesville, GA",627557.4141103914,-0.4259760951883874,0.1235940066136075,-0.3924761879984531,-0.0200200882509857,1.532938073841363,-0.4820968561764431,-0.8931205085070525,1.3148422674088989,Sparse Auto,81275,7.721407740515428,0.5693105100322262,7.0264810438690395
"Homosassa Springs, FL",827666.0772998977,-0.6802323490159465,-0.0127026851251061,1.114351564891798,-0.139146621920628,2.0824128896282743,0.0264451406801311,0.4876625286471711,-0.0904360849587452,Dense Active,147938,5.594682078302381,0.75084603577178,5.091160691255167
"Hot Springs, AR",535219.0845068011,-0.6289185959118182,0.1237092013423163,0.5804640264016857,-0.0149347193969149,0.3981653508609474,-0.9554503631380704,-0.9496172734827067,-0.3003893747297266,Auto Small,99043,5.403906227666782,0.4855425864285118,4.9175546671767725
"Houston-The Woodlands-Sugar Land, TX",36623596.91532432,6.044011338841522,-1.4836929329942985,0.5415271812711446,-1.2212098237690905,0.8184041524969006,0.126944637086766,0.296880411158093,0.1485248921695647,Auto Large,6979613,5.247224583271927,33.22436827335494,4.7749743707774535
"Huntington-Ashland, WV-KY-OH",2001441.2361054984,0.0773875324800566,-0.0500193234103392,-0.0551842687199963,-0.1955438291011379,-0.2413530975200746,-1.2778731489295974,-1.7565086481492136,0.1413855725753769,Sparse Auto,359481,5.56758559174337,1.8156769489242548,5.066502888486467
"Huntsville, AL",3416652.289811056,-0.264452314220384,-0.0831376814120645,1.2799630606681218,-0.1423837393739948,0.2844941023321861,-0.7676102323104339,-1.2234054739139888,-0.6737635252197932,Sparse Auto,464607,7.353854526107131,3.099534821801888,6.69200761875749
"Idaho Falls, ID",1106444.1218165394,-0.0056307661687906,-0.0771751639547989,-1.3888978400911614,-0.1115010357494033,-1.506528859011641,0.3843963177701973,-0.1715655445068607,0.6229255910345359,Sparse Auto,148811,7.435230741118193,1.0037492238164003,6.766059974417556
"Indianapolis-Carmel-Anderson, IN",14935961.064730871,0.8901322761073803,-0.7484266879143072,0.9915801351148636,2.3997374131606897,-1.0817560486529592,-1.1727716938509725,-0.5361397745860806,-0.2998187382140797,Auto Large,2050933,7.282520230905091,13.54967596652063,6.627093410123633
"Iowa City, IA",1200853.220424974,-0.5445735142732034,-0.0122416548185774,-0.2373102183512104,-0.0685248941570032,-0.5212206751575226,1.8799396625472788,0.6068905386188137,0.8396419936767004,Sparse Active,172919,6.9445996126797755,1.0893957174629498,6.319585647538596
"Ithaca, NY",364841.80638143216,-0.8953443941694756,-0.013801092224607,0.1501432740035582,-0.0201343057054323,-0.5030977329742782,3.932451866596175,0.2884145990008827,2.119608468204588,Dense Active,102237,3.5685887338383577,0.3309789195408257,3.2474157477929055
"Jackson, MI",847884.9682879817,-1.011724424015214,-0.1926891201901747,4.706572945904443,-0.1414680337062346,-1.1305867882164828,-1.1099574082442902,0.8482584695874411,0.2637087799494826,Dense Active,158174,5.360457270398307,0.769188305151275,4.878016116062459
"Jackson, MS",4910714.85759892,0.8298627128582627,-0.327076923120808,-0.4599431413956862,-0.5056731919504125,0.864104681132036,-1.5453245648052951,-1.1403487836835784,0.4536911687247908,Auto Large,596287,8.235488711977489,4.454925585040872,7.494294727899515
"Jackson, TN",1381944.7039657573,-0.192952331071118,0.0383020899201636,-0.3172976675139471,-0.0714446489953465,0.3888294047962861,-0.8802737064693017,-0.2931768028337006,1.2270891789497091,Sparse Auto,178601,7.737608994158808,1.253679148012876,7.041224184684516
"Jacksonville, FL",10771748.706939032,0.7622052919072464,-0.3548617843604615,0.5029535605352516,-0.1178051285128984,1.5961381941256618,0.4604253518109205,-0.356098600020605,-0.3920343004784442,Auto Large,1533796,7.02293441040336,9.7719660582445,6.390870313467058
"Jacksonville, NC",905440.9654058196,-0.6604180744135943,0.1195804072407298,-0.0416283587567156,0.0070068780867744,0.9324410970386808,0.6372165603794058,-1.59649246234969,-0.3167124498233855,Auto Small,198377,4.564243664365423,0.8214022274758476,4.153461734572535
"Janesville-Beloit, WI",1155441.9031589748,-0.5330665361915725,0.0637057365848901,0.1623905078143899,0.0020134204927292,-0.9985133144080238,-0.755911872701118,1.3482026316388855,-0.5970880201215166,Auto Small,162532,7.109011783273293,1.0481992633813897,6.469200722778697
"Jefferson City, MO",1402506.6591359477,-0.0407610474444161,-0.0028032826246538,-0.5739808811390378,-0.0836671389067485,-0.0102992758707171,-0.9022341278826168,-1.092743261328954,2.1216424861070458,Sparse Auto,151094,9.282345156895362,1.2723326399834796,8.44693409277478
"Johnson City, TN",1143423.3117664773,-0.5755996408980657,0.1339607075865453,0.5387352622104078,0.0529296822462477,-0.2889676234167061,-0.8610970657267201,-1.3919752842689068,-0.4215207604091169,Auto Small,203147,5.628551304062956,1.0372961806646774,5.12198168669729
"Johnstown, PA",624156.5790306281,-0.6721690570181958,0.1122334362621593,0.3429423941817198,0.0564936567516637,-0.966831929951916,-0.4432446590675605,0.139794040651641,-1.0442897288071058,Auto Small,131611,4.74243474352925,0.566225324342021,4.315615616611618
"Jonesboro, AR",1027021.4293686962,-0.2319009581252219,0.0659358008605846,-0.2544756617564653,-0.0627919045228415,0.4329038979328836,-1.2715109645622291,-0.6128013527065982,1.0849862513450883,Sparse Auto,132828,7.731964867111574,0.9316981691575823,7.036088029071533
"Joplin, MO",1557938.9557959014,-0.3433345479329278,0.0010329346132347,0.2459114328128792,-0.1063106714386763,0.0514643430912037,-0.9535671699941872,0.713627196303457,-0.0894915517174236,Sparse Auto,178816,8.712525477562977,1.4133384477347886,7.928398184582309
"Kankakee, IL",625401.620248605,-0.5508827054458022,0.0987689339453551,-0.10897351741204,0.0335623666860385,-0.535575485178095,-0.2582260956810155,1.680356220828102,0.3190379000555559,Auto Small,109924,5.689400133261208,0.5673548067365879,5.1773541212677
"Kansas City, MO-KS",14270009.001753887,2.6460307816136424,-1.0623815837735218,0.1677453766884971,-0.7355710274533813,-0.802162355788288,-1.0379297447581413,0.2352282004095391,-0.6961995226551674,Auto Large,2144129,6.6553873399193275,12.945534416909762,6.0564024793265885
"Kennewick-Richland, WA",1752757.2864151683,-0.1852454177823336,0.0698740256550654,-1.1663123793931651,0.1641558885746907,-0.1284540230948571,0.2921186299626399,2.4813800765853493,3.3710033610969057,Sparse Active,294396,5.953740154129704,1.5900746644930717,5.417903540258031
"Killeen-Temple, TX",2771765.986374757,0.0072443360699701,-0.0929380330978874,-0.4778660369409522,-0.218370518723976,1.2770121254623004,-0.1595531359830961,0.578681267930023,-0.1031259025234259,Sparse Auto,452428,6.12642450594295,2.5145038077988664,5.575046300408085
"Kingston, NY",1025621.8004592474,-0.5568471340385719,0.0378182185522549,-0.0495901606227305,-0.0396415624040877,-0.7065604293946965,0.9985197228547988,-1.588838892569446,-0.1996423192439894,Auto Small,178371,5.749935810525519,0.9304284471682027,5.232441587578223
"Knoxville, TN",6775793.179202596,0.612576798598871,-0.3058138958753588,0.4906636584875072,-0.3635332080474506,-0.1082212540967863,-0.8265703843036997,-1.4242427906762112,-0.0516343904129813,Auto Large,861872,7.861716332822734,6.146896178723409,7.154161862868689
"Kokomo, IN",490375.6784338393,-0.751745079105261,0.1318517741569349,0.4903763105845761,0.0771121543391845,-0.6746853053752544,-0.8418747370769922,1.7355933637487897,-0.3911371578213756,Auto Small,82486,5.944956458475854,0.44486133271538264,5.409910377213027
"La Crosse-Onalaska, WI-MN",872782.1615946156,-0.4712559827979758,0.0447389500147379,-0.4424565388234662,-0.0152774700087571,-1.0656200205133055,0.2319440187950445,0.0284675072787283,-0.374000084834456,Auto Small,136838,6.378214835021088,0.7917746590068241,5.80417549986919
"Lafayette-West Lafayette, IN",1759979.2560850254,-0.3078143342084106,-0.0209438100777681,-0.1832640058337298,-0.015379312403782,-0.5177691688489797,0.1914112126318153,0.4671915681438264,0.762849298423689,Sparse Auto,230353,7.6403574343942795,1.5966263251758028,6.9527252652987945
"Lake Havasu City-Kingman, AZ",2052302.598465885,-0.0490480523609012,-0.0124439708258495,-1.7916720617092363,-0.1445280458364765,1.0254141758633653,0.2530758648667121,0.7185602845541608,-1.079279574684881,Sparse Auto,210998,9.726644795049646,1.861817600751901,8.851246763495178
"Lakeland-Winter Haven, FL",4466335.375445904,-0.0448270338424514,-0.1005470576427169,0.3955409516894412,-0.2393527368799315,2.1261901973778063,-0.2612212187640975,0.4832290372062965,-0.6753611260559961,Sparse Auto,705735,6.32862954996692,4.0517912997244885,5.759052890469897
"Lancaster, PA",2756321.203677268,-0.5425377389940302,0.0316525597481779,1.3730648211362342,0.020585220802815,-0.2798030617242386,0.085413561835524,0.6943727015294593,0.4038281426466267,Auto Small,543050,5.075630611688183,2.5004925366113384,4.618823856636247
"Lansing-East Lansing, MI",2872806.643477347,-0.1499795532774837,-0.0358109332111782,-0.2522366526417876,-0.0756612617779814,-0.8292691115536565,0.5002546369313101,1.30110253734493,-0.1564032996056187,Sparse Auto,547786,5.24439588357013,2.6061663501187766,4.772400254048819
"Laredo, TX",1536797.9644324903,0.1037580930425931,-0.118252901772366,-0.7227759729121895,-0.182404711573301,2.1960011008910456,-0.4023558728564286,1.353707105408033,2.279374756160422,Sparse Auto,274847,5.591467123281281,1.394159662965347,5.088235082185966
"Las Vegas-Henderson-Paradise, NV",11933598.494020447,0.7091853424520409,-0.2124888644741029,-1.381591228316557,1.6177565184064666,1.0317793296580815,0.1153325555236759,-0.21760772194212,-2.519967435986437,Auto Large,2228866,5.354112133264381,10.825978456140895,4.872242041270587
"Lawrence, KS",647801.6958229822,-0.7701689414070757,0.0780011703099683,0.3637521985723134,0.0298759791939779,0.0132617953521305,0.8734042702123724,0.1295905278885085,0.3644608820312356,Auto Small,121304,5.340316030988115,0.5876758134895506,4.859687588199185
"Lawton, OK",708135.1371227265,-0.3103958833781768,-0.0839219239494079,-0.3583227497452164,-0.1532444916811927,0.865388618930365,0.8145032403434236,1.4153598618368588,1.316050497350635,Sparse Auto,127157,5.568982730976089,0.6424093907942635,5.067774285188241
"Lebanon, PA",812428.9345588653,-0.8333996471612818,0.1119105362867066,0.7959358244550486,0.0759870565999171,-0.3837310765101908,-0.2475675154455642,0.9771937889921368,-0.4035203231322042,Auto Small,140410,5.786118756205863,0.7370231323843218,5.265368068147336
"Lewiston, ID-WA",398658.5074488654,-0.3486887435223671,0.0739564689840341,-1.157307048276597,0.0465215084002913,-0.7098796436439481,0.2539214915570205,-0.2302409380112124,0.9245280251333567,Sparse Active,63104,6.317483954247994,0.36165691473206907,5.748910398365674
"Lewiston-Auburn, ME",521931.4489328278,-0.7160525235176058,0.1239602682931108,0.2040549086970617,0.0708100623300092,-1.1823616567236852,-0.0849882596968281,-1.057021445813506,-0.6708535988750902,Auto Small,107958,4.834578715174677,0.47348824619501345,4.3994666308089565
"Lexington-Fayette, KY",3492405.5122426976,-0.388115662263468,-0.001671193395903,0.3737931012505504,0.1346766815111844,-0.1235304591777963,0.1647719602937054,-0.6862326458459957,-0.6623758536317621,Sparse Active,514273,6.7909563835602835,3.1682569892553287,6.179770309039858
"Lima, OH",704726.0254532588,-0.7286887834987523,0.1294645507753923,0.5802417288797148,0.0434534935891421,-0.5899786845507102,-0.9216782512040692,1.4176164035366683,-0.5280144628711424,Auto Small,102808,6.854778085881048,0.6393166967081729,6.237848058151753
"Lincoln, NE",2179853.3202857017,-0.3242988567779776,-0.0686612195557229,0.2037067575433634,-0.040159216117121,-0.6364053828526544,-0.1177038631158981,1.4378033720555112,-0.5712185374832704,Sparse Auto,333193,6.54231427516695,1.9775296692598587,5.953505990401925
"Little Rock-North Little Rock-Conway, AR",5405061.138916632,0.767630883769869,-0.34733364901538,0.0661903261096154,-0.437983109278582,0.2251351550192331,-1.2950141881778494,-0.8210654429007079,-0.1012328273731019,Auto Large,740602,7.298199490301987,4.903388988104124,6.641361536174808
"Logan, UT-ID",732781.5126576234,-0.3838060112142152,0.0212869025320651,-1.0620046974088866,-0.0117603131821416,-1.2031023181122995,0.8722406630297691,0.0238862663339748,-0.2257556361943993,Sparse Active,140072,5.231463195054139,0.6647682065945811,4.760631507499267
"Longview, TX",2358737.2965919776,0.0669527689216792,-0.0672890375594797,-0.3994125190577213,-0.2044104057728441,0.9134168079455306,-1.1520208467049131,-0.021656090957203,0.6760799249381179,Sparse Auto,285554,8.260214518416753,2.1398104829315208,7.516795211759245
"Longview, WA",899096.7907653442,-0.4111087412850323,0.1700421724195224,-0.9308400931591908,0.0899334745821308,-0.7609211205351354,-0.5670708049310917,-1.4629055287593502,0.0010076052369362,Auto Small,108399,8.294327353253665,0.815646889049287,7.547837891460836
"Los Angeles-Long Beach-Anaheim, CA",58835069.749993056,1.241217924885666,0.7053240299094448,0.4784946049296258,17.527701247970757,0.0364451624074886,-0.5753243263221078,0.2336706059189366,1.0382297901088864,Heavyweight Eco-Transit,13211027,4.453481909467981,53.37427749878848,4.052668537615863
"Louisville/Jefferson County, KY-IN",8419211.392254792,0.5843599260308255,-0.2681244834263525,0.6390307107532047,0.0198584961285225,-0.3174544355063506,-0.375646101742471,-0.921077551597426,-0.3188533981838684,Auto Large,1262287,6.669807573281505,7.637780104292672,6.06952489168617
"Lubbock, TX",1922312.4677441209,0.0805274677456009,-0.141843290844362,-0.2627775345367046,-0.2010924526725222,0.5624364033050382,-0.7037613765592912,1.5149536201795897,0.5653826472880467,Sparse Auto,320031,6.006644568007852,1.7438925377116206,5.466046556887146
"Macon-Bibb County, GA",2373989.319985023,-0.2523088007883643,0.0594893672587203,-0.3375017633709514,-0.091613289177257,1.0148782123813929,-0.6852630658362829,-0.4326820458947157,0.3542125268111022,Sparse Auto,229565,10.341251148846831,2.1536468858194175,9.410538545450617
"Madera, CA",1196366.7230699705,-0.2441869367294124,0.0308947419059618,-0.9533956949191807,-0.0173056779870694,0.2248269323803115,0.0900293511971901,-0.0040612859695254,1.2197978425261191,Sparse Active,155925,7.672706256661668,1.085325635523027,6.982162693562118
"Madison, WI",4159692.267359573,0.2725365854293182,-0.2968798716088593,0.0223517104161245,-0.3872489046068348,-0.996692205234377,1.3205823817619042,0.2239452718806717,0.0196551309705547,Auto Large,660212,6.300540231561336,3.773609351209118,5.733491610720816
"Manchester-Nashua, NH",1834966.665539124,-0.5943007580618692,-0.0306518618036626,1.1428204751141309,0.0018193540725352,-0.971374035666336,0.184765237227882,0.2518695905448451,-0.6026276068707144,Auto Small,415305,4.418359195143627,1.66465375878174,4.020706867580701
"Manhattan, KS",779445.2927628758,-0.3068621726357589,-0.0432107793957105,-0.5711443784302668,-0.1003833628964562,-0.0414617673414579,0.6728425563460344,0.0994344966351833,0.7482131191708314,Sparse Auto,131571,5.924142043177264,0.7071008758522814,5.39096925929131
"Mankato, MN",731928.6881193683,-0.3595883053140541,-0.0382948929441722,-0.3985101286728231,-0.059890473951086,-1.0018655698998986,0.5281134038761193,0.401917178158157,1.1917366099219406,Sparse Active,101544,7.207995431727806,0.6639945371869297,6.559275842872304
"Mansfield, OH",779515.6567433624,-0.640998220500506,0.1551331555117516,0.4292202542967366,0.0579304258257123,-0.7314393242724997,-1.248065813671304,0.206019287613742,-0.3085967106393482,Auto Small,121043,6.439989563571313,0.7071647089816782,5.860390502849895
"McAllen-Edinburg-Mission, TX",3457124.6123120547,-0.1475347091103621,-0.1585369414747203,1.098264267118807,-0.2553068026667029,2.4298540650134486,0.0022503684284005,1.3166748306234313,0.4500529031599627,Sparse Auto,861137,4.014604659086829,3.1362506951979423,3.6532902397690146
"Medford, OR",1201304.9306850503,-0.2683631454348301,0.0093636189999738,-1.0911479042443732,0.0230634536236531,-0.5123973466174868,0.7785162089460043,-0.7247175803995097,0.1579863618124539,Sparse Active,218781,5.4909015439414315,1.089805502118136,4.996720404986703
"Memphis, TN-MS-AR",9357912.856978817,1.122280933796561,-0.3596186680931498,0.0569305402252422,-0.5277533772860551,0.2501725972472027,-1.2697809905602022,-0.3913489903143214,-0.6066345593149726,Auto Large,1343150,6.967139081248421,8.48935574922008,6.340096563936063
"Merced, CA",2055540.5574301544,-0.3188949853309226,0.0748088939670941,-0.777673409398493,-0.01489432418579,0.8235323535693131,0.1991534983663427,0.09133785230456,0.2277453686329388,Sparse Auto,273661,7.511265972974426,1.8647550277154956,6.835252035406728
"Miami-Fort Lauderdale-Pompano Beach, FL",32282254.800810643,2.8208083055683213,-0.0058463635902762,0.5766747910767989,0.701208276119155,2.405622115775538,2.3336231408008743,1.7433449001433423,-0.0840262862117487,Auto Large,6129858,5.266395208634628,29.28596895264609,4.792419639857512
"Midland, MI",486894.1098872495,-0.5397032298876361,0.0707627010878926,-0.6258563692435248,-0.0144686057992873,-0.9263528215802608,-0.2732183487923135,1.8264844379802812,-2.082187038819148,Sparse Active,83445,5.83491053852537,0.4417029068560037,5.309768590058087
"Midland, TX",1621616.693198004,-0.2972792957669593,0.0341053172163032,-1.0007618293458744,-0.0635105971207465,1.0829348813801654,-0.2465276356211185,1.882122684270251,-0.5407964113314381,Sparse Auto,176914,9.166129832562737,1.4711059194321465,8.34117814763209
"Minneapolis-St. Paul-Bloomington, MN-WI",19877855.960246436,3.2313170892043064,-0.8079779509680121,0.6226048034656134,-0.4413386595011366,-1.7063411291759698,1.4842671222184878,0.4390673055650548,0.0612090104656022,Auto Large,3605450,5.513280162045358,18.032887606175823,5.017084947461276
"Missoula, MT",782225.9084433387,-0.2971201537823403,-0.0366555044151663,-1.0560054298740331,0.0972406371762115,-1.386075567366769,1.343673569506392,-1.1091840382025404,1.4690857470117271,Sparse Active,119062,6.5699039865224735,0.7096234079675175,5.978612627735451
